finger,servo1_deg,servo2_deg,abduction_deg,flexion_deg,distal_deg,tip_x_mm,tip_y_mm,tip_z_mm,tip_travel_mm
1,-5.0,60.0,14.1521,-23.4403,-23.372,9.17,44.656,183.642,50.757
2,-5.0,60.0,14.1521,-23.4403,-23.372,9.17,3.232,179.257,50.757
3,-5.0,60.0,14.1521,-23.4404,-23.3721,9.17,-39.913,169.039,50.757
4,-5.0,60.0,14.1521,-23.4404,-23.3721,111.502,33.415,50.369,50.757
1,-5.0,65.0,14.9121,-24.7117,-24.6463,6.574,45.921,184.06,53.491
2,-5.0,65.0,14.9121,-24.7117,-24.6463,6.574,4.447,179.805,53.491
3,-5.0,65.0,14.9121,-24.7118,-24.6465,6.573,-38.78,169.74,53.491
4,-5.0,65.0,14.9121,-24.7118,-24.6465,112.328,32.368,47.772,53.492
1,-5.0,70.0,15.5416,-25.7906,-25.7283,4.349,46.966,184.337,55.796
2,-5.0,70.0,15.5416,-25.7906,-25.7283,4.349,5.457,180.19,55.796
3,-5.0,70.0,15.5416,-25.7907,-25.7285,4.348,-37.829,170.254,55.796
4,-5.0,70.0,15.5416,-25.7908,-25.7285,112.945,31.482,45.548,55.796
1,-5.0,75.0,16.032,-26.6482,-26.5889,2.568,47.774,184.507,57.616
2,-5.0,75.0,16.0319,-26.6482,-26.5889,2.568,6.243,180.443,57.616
3,-5.0,75.0,16.032,-26.6484,-26.589,2.567,-37.083,170.608,57.617
4,-5.0,75.0,16.032,-26.6484,-26.589,113.382,30.78,43.766,57.617
1,-5.0,80.0,16.3753,-27.2582,-27.2012,1.295,48.337,184.601,58.905
2,-5.0,80.0,16.3753,-27.2582,-27.2012,1.295,6.793,180.596,58.905
3,-5.0,80.0,16.3753,-27.2583,-27.2013,1.294,-36.557,170.831,58.905
4,-5.0,80.0,16.3753,-27.2583,-27.2013,113.662,30.283,42.493,58.906
1,-5.0,85.0,16.5648,-27.5982,-27.5427,0.583,48.646,184.644,59.621
2,-5.0,85.0,16.5648,-27.5982,-27.5427,0.583,7.096,180.67,59.621
3,-5.0,85.0,16.5648,-27.5984,-27.5428,0.582,-36.267,170.944,59.622
4,-5.0,85.0,16.5648,-27.5984,-27.5428,113.808,30.007,41.781,59.622
1,-5.0,90.0,16.595,-27.6526,-27.5973,0.469,48.696,184.65,59.736
2,-5.0,90.0,16.5949,-27.6526,-27.5973,0.469,7.145,180.682,59.736
3,-5.0,90.0,16.595,-27.6528,-27.5974,0.468,-36.22,170.962,59.736
4,-5.0,90.0,16.595,-27.6528,-27.5974,113.831,29.963,41.667,59.736
1,0.0,-90.0,-17.8739,20.5425,19.6454,62.385,17.69,121.299,40.609
2,0.0,-90.0,-17.8739,20.5425,19.6454,62.385,-17.07,114.437,40.609
3,0.0,-90.0,-17.8739,20.5426,19.6454,62.385,-51.581,102.123,40.609
4,0.0,-90.0,-17.8739,20.5425,19.6453,43.696,37.433,103.585,40.609
1,0.0,-85.0,-17.747,20.3898,19.5072,62.359,17.649,121.578,40.349
2,0.0,-85.0,-17.747,20.3898,19.5072,62.359,-17.14,114.71,40.349
3,0.0,-85.0,-17.747,20.3899,19.5073,62.359,-51.686,102.385,40.349
4,0.0,-85.0,-17.747,20.3898,19.5072,43.945,37.567,103.559,40.349
1,0.0,-80.0,-17.4984,20.0915,19.2368,62.305,17.572,122.124,39.838
2,0.0,-80.0,-17.4984,20.0915,19.2368,62.305,-17.273,115.245,39.838
3,0.0,-80.0,-17.4984,20.0915,19.2369,62.305,-51.888,102.898,39.838
4,0.0,-80.0,-17.4984,20.0915,19.2368,44.432,37.825,103.505,39.838
1,0.0,-75.0,-17.1279,19.6487,18.8342,62.218,17.467,122.937,39.074
2,0.0,-75.0,-17.1279,19.6487,18.8343,62.218,-17.462,116.043,39.074
3,0.0,-75.0,-17.128,19.6488,18.8343,62.218,-52.18,103.665,39.075
4,0.0,-75.0,-17.1279,19.6487,18.8342,45.16,38.202,103.418,39.075
1,0.0,-70.0,-16.6365,19.0644,18.3008,62.088,17.345,124.017,38.058
2,0.0,-70.0,-16.6365,19.0644,18.3008,62.088,-17.696,117.104,38.058
3,0.0,-70.0,-16.6365,19.0645,18.3009,62.088,-52.55,104.686,38.058
4,0.0,-70.0,-16.6365,19.0644,18.3008,46.133,38.686,103.288,38.058
1,0.0,-65.0,-16.0259,18.3431,17.6391,61.905,17.22,125.357,36.789
2,0.0,-65.0,-16.0259,18.3431,17.6391,61.905,-17.961,118.423,36.789
3,0.0,-65.0,-16.026,18.3432,17.6391,61.905,-52.985,105.959,36.79
4,0.0,-65.0,-16.0259,18.3431,17.639,47.349,39.262,103.104,36.79
1,0.0,-60.0,-15.2994,17.4909,16.8527,61.655,17.11,126.95,35.27
2,0.0,-60.0,-15.2994,17.4909,16.8527,61.655,-18.237,119.996,35.27
3,0.0,-60.0,-15.2994,17.4909,16.8528,61.655,-53.464,107.483,35.271
4,0.0,-60.0,-15.2994,17.4908,16.8527,48.808,39.91,102.855,35.271
1,0.0,-55.0,-14.4611,16.5149,15.9465,61.326,17.034,128.785,33.504
2,0.0,-55.0,-14.461,16.5149,15.9465,61.326,-18.504,121.813,33.505
3,0.0,-55.0,-14.4611,16.5149,15.9466,61.326,-53.966,109.249,33.505
4,0.0,-55.0,-14.461,16.5148,15.9465,50.507,40.609,102.526,33.505
1,0.0,-50.0,-13.5164,15.4232,14.9263,60.901,17.014,130.848,31.496
2,0.0,-50.0,-13.5164,15.4232,14.9263,60.901,-18.74,123.864,31.497
3,0.0,-50.0,-13.5164,15.4232,14.9263,60.901,-54.467,111.251,31.497
4,0.0,-50.0,-13.5164,15.4232,14.9262,52.439,41.334,102.101,31.497
1,0.0,-45.0,-12.4718,14.2244,13.7984,60.365,17.072,133.123,29.252
2,0.0,-45.0,-12.4717,14.2244,13.7984,60.365,-18.919,126.132,29.253
3,0.0,-45.0,-12.4718,14.2245,13.7985,60.365,-54.941,113.476,29.253
4,0.0,-45.0,-12.4717,14.2244,13.7984,54.596,42.057,101.564,29.253
1,0.0,-40.0,-11.3346,12.9275,12.57,59.702,17.231,135.588,26.78
2,0.0,-40.0,-11.3346,12.9275,12.57,59.702,-19.019,128.599,26.78
3,0.0,-40.0,-11.3346,12.9275,12.57,59.702,-55.362,115.91,26.78
4,0.0,-40.0,-11.3346,12.9275,12.57,56.967,42.75,100.902,26.78
1,0.0,-35.0,-10.1131,11.5412,11.2483,58.899,17.512,138.219,24.087
2,0.0,-35.0,-10.113,11.5412,11.2483,58.899,-19.015,131.246,24.087
3,0.0,-35.0,-10.1131,11.5412,11.2484,58.899,-55.704,118.535,24.087
4,0.0,-35.0,-10.113,11.5412,11.2483,59.536,43.387,100.098,24.087
1,0.0,-30.0,-8.8161,10.074,9.8408,57.941,17.933,140.992,21.183
2,0.0,-30.0,-8.816,10.074,9.8408,57.94,-18.886,134.047,21.183
3,0.0,-30.0,-8.8161,10.0741,9.8408,57.94,-55.942,121.329,21.183
4,0.0,-30.0,-8.816,10.074,9.8408,62.285,43.939,99.14,21.183
1,0.0,-25.0,-7.453,8.5342,8.3549,56.815,18.51,143.877,18.078
2,0.0,-25.0,-7.453,8.5342,8.3549,56.815,-18.614,136.977,18.078
3,0.0,-25.0,-7.453,8.5342,8.3549,56.815,-56.054,124.269,18.078
4,0.0,-25.0,-7.453,8.5342,8.3549,65.193,44.384,98.015,18.078
1,0.0,-20.0,-6.0337,6.9293,6.7979,55.512,19.256,146.844,14.785
2,0.0,-20.0,-6.0337,6.9293,6.7979,55.512,-18.182,140.006,14.785
3,0.0,-20.0,-6.0337,6.9294,6.7979,55.512,-56.021,127.329,14.785
4,0.0,-20.0,-6.0337,6.9293,6.7979,68.237,44.698,96.712,14.785
1,0.0,-15.0,-4.5683,5.2668,5.177,54.023,20.179,149.862,11.316
2,0.0,-15.0,-4.5683,5.2668,5.177,54.023,-17.579,143.104,11.316
3,0.0,-15.0,-4.5683,5.2668,5.177,54.023,-55.828,130.478,11.316
4,0.0,-15.0,-4.5683,5.2668,5.1769,71.389,44.862,95.222,11.316
1,0.0,-10.0,-3.0672,3.5533,3.499,52.341,21.283,152.897,7.684
2,0.0,-10.0,-3.0672,3.5533,3.499,52.341,-16.798,146.238,7.684
3,0.0,-10.0,-3.0672,3.5533,3.499,52.341,-55.463,133.688,7.684
4,0.0,-10.0,-3.0672,3.5533,3.499,74.619,44.863,93.54,7.684
1,0.0,-5.0,-1.5409,1.7956,1.7711,50.462,22.567,155.917,3.907
2,0.0,-5.0,-1.5409,1.7956,1.7711,50.462,-15.837,149.376,3.907
3,0.0,-5.0,-1.5409,1.7956,1.7711,50.462,-54.92,136.924,3.907
4,0.0,-5.0,-1.5409,1.7956,1.7711,77.896,44.689,91.662,3.907
1,0.0,0.0,0.0,0.0,0.0,48.386,24.024,158.889,0.0
2,0.0,0.0,0.0,0.0,0.0,48.386,-14.699,152.483,0.0
3,0.0,0.0,0.0,0.0,0.0,48.386,-54.197,140.154,0.0
4,0.0,0.0,0.0,0.0,0.0,81.186,44.336,89.585,0.0
1,0.0,5.0,1.5449,-1.8268,-1.807,46.114,25.642,161.779,4.017
2,0.0,5.0,1.5449,-1.8268,-1.807,46.114,-13.392,155.527,4.017
3,0.0,5.0,1.5449,-1.8268,-1.807,46.114,-53.298,143.342,4.017
4,0.0,5.0,1.5449,-1.8268,-1.807,84.455,43.804,87.313,4.017
1,0.0,10.0,3.0832,-3.6777,-3.6424,43.653,27.405,164.557,8.121
2,0.0,10.0,3.0832,-3.6777,-3.6424,43.653,-11.929,158.473,8.121
3,0.0,10.0,3.0832,-3.6777,-3.6424,43.653,-52.232,146.454,8.121
4,0.0,10.0,3.0832,-3.6777,-3.6424,87.668,43.098,84.852,8.121
1,0.0,15.0,4.6042,-5.5453,-5.4979,41.013,29.29,167.193,12.29
2,0.0,15.0,4.6042,-5.5453,-5.4979,41.013,-10.33,161.292,12.29
3,0.0,15.0,4.6042,-5.5453,-5.4979,41.012,-51.014,149.457,12.29
4,0.0,15.0,4.6042,-5.5453,-5.4979,90.79,42.228,82.212,12.29
1,0.0,20.0,6.0973,-7.4208,-7.3644,38.209,31.272,169.66,16.496
2,0.0,20.0,6.0973,-7.4208,-7.3644,38.208,-8.617,163.953,16.496
3,0.0,20.0,6.0973,-7.4209,-7.3644,38.208,-49.664,152.319,16.496
4,0.0,20.0,6.0973,-7.4209,-7.3644,93.786,41.21,79.408,16.496
1,0.0,25.0,7.5518,-9.2945,-9.2314,35.262,33.319,171.935,20.709
2,0.0,25.0,7.5518,-9.2945,-9.2314,35.261,-6.819,166.43,20.709
3,0.0,25.0,7.5518,-9.2946,-9.2315,35.261,-48.204,155.009,20.709
4,0.0,25.0,7.5518,-9.2945,-9.2314,96.625,40.064,76.461,20.709
1,0.0,30.0,8.9571,-11.1548,-11.087,32.199,35.399,173.999,24.894
2,0.0,30.0,8.9571,-11.1548,-11.087,32.199,-4.966,168.699,24.894
3,0.0,30.0,8.9571,-11.1548,-11.087,32.199,-46.664,157.501,24.894
4,0.0,30.0,8.9571,-11.1548,-11.087,99.275,38.816,73.398,24.894
1,0.0,35.0,10.3026,-12.9881,-12.9171,29.056,37.474,175.837,29.014
2,0.0,35.0,10.3026,-12.9881,-12.9171,29.055,-3.094,170.744,29.014
3,0.0,35.0,10.3026,-12.9881,-12.9172,29.055,-45.074,159.773,29.014
4,0.0,35.0,10.3026,-12.9881,-12.9172,101.712,37.493,70.254,29.014
1,0.0,40.0,11.5778,-14.7786,-14.7058,25.873,39.509,177.439,33.027
2,0.0,40.0,11.5778,-14.7786,-14.7058,25.873,-1.238,172.551,33.027
3,0.0,40.0,11.5778,-14.7787,-14.7059,25.872,-43.47,161.806,33.027
4,0.0,40.0,11.5778,-14.7787,-14.7058,103.914,36.13,67.072,33.027
1,0.0,45.0,12.7722,-16.508,-16.4344,22.7,41.465,178.805,36.886
2,0.0,45.0,12.7722,-16.508,-16.4344,22.7,0.565,174.113,36.886
3,0.0,45.0,12.7722,-16.5081,-16.4344,22.7,-41.886,163.591,36.886
4,0.0,45.0,12.7722,-16.5081,-16.4344,105.866,34.758,63.899,36.886
1,0.0,50.0,13.8754,-18.1554,-18.0817,19.596,43.307,179.937,40.543
2,0.0,50.0,13.8754,-18.1554,-18.0817,19.596,2.278,175.432,40.543
3,0.0,50.0,13.8754,-18.1555,-18.0818,19.595,-40.36,165.122,40.543
4,0.0,50.0,13.8754,-18.1555,-18.0817,107.56,33.415,60.795,40.543
1,0.0,55.0,14.8771,-19.697,-19.6239,16.624,45.001,180.848,43.944
2,0.0,55.0,14.877,-19.697,-19.6239,16.623,3.868,176.514,43.944
3,0.0,55.0,14.8771,-19.6971,-19.624,16.623,-38.925,166.402,43.944
4,0.0,55.0,14.877,-19.697,-19.624,108.995,32.135,57.822,43.944
1,0.0,60.0,15.7671,-21.1068,-21.035,13.853,46.517,181.554,47.034
2,0.0,60.0,15.7671,-21.1068,-21.035,13.853,5.301,177.376,47.034
3,0.0,60.0,15.7671,-21.1069,-21.0351,13.852,-37.616,167.444,47.034
4,0.0,60.0,15.7671,-21.1069,-21.0351,110.177,30.952,55.052,47.034
1,0.0,65.0,16.5358,-22.3572,-22.287,11.358,47.829,182.081,49.756
2,0.0,65.0,16.5357,-22.3572,-22.287,11.358,6.551,178.036,49.756
3,0.0,65.0,16.5358,-22.3573,-22.2872,11.357,-36.463,168.262,49.756
4,0.0,65.0,16.5357,-22.3573,-22.2871,111.121,29.899,52.557,49.756
1,0.0,70.0,17.1736,-23.4196,-23.3513,9.212,48.917,182.454,52.053
2,0.0,70.0,17.1735,-23.4196,-23.3513,9.212,7.594,178.521,52.053
3,0.0,70.0,17.1736,-23.4197,-23.3514,9.212,-35.493,168.879,52.054
4,0.0,70.0,17.1736,-23.4197,-23.3514,111.844,29.005,50.411,52.054
1,0.0,75.0,17.6718,-24.266,-24.1995,7.487,49.764,182.704,53.874
2,0.0,75.0,17.6717,-24.266,-24.1995,7.487,8.41,178.858,53.874
3,0.0,75.0,17.6718,-24.2661,-24.1997,7.487,-34.727,169.319,53.874
4,0.0,75.0,17.6717,-24.2661,-24.1996,112.368,28.294,48.686,53.874
1,0.0,80.0,18.0222,-24.8705,-24.8056,6.248,50.357,182.856,55.168
2,0.0,80.0,18.0221,-24.8705,-24.8056,6.247,8.985,179.071,55.168
3,0.0,80.0,18.0222,-24.8707,-24.8057,6.247,-34.186,169.606,55.168
4,0.0,80.0,18.0222,-24.8707,-24.8057,112.714,27.788,47.446,55.168
1,0.0,85.0,18.2179,-25.2115,-25.1475,5.546,50.688,182.932,55.896
2,0.0,85.0,18.2178,-25.2115,-25.1475,5.545,9.305,179.182,55.896
3,0.0,85.0,18.2179,-25.2117,-25.1477,5.545,-33.882,169.757,55.896
4,0.0,85.0,18.2178,-25.2117,-25.1476,112.898,27.504,46.744,55.896
1,0.0,90.0,18.2531,-25.2731,-25.2093,5.419,50.747,182.945,56.027
2,0.0,90.0,18.253,-25.2731,-25.2092,5.418,9.363,179.201,56.027
3,0.0,90.0,18.2531,-25.2732,-25.2094,5.418,-33.828,169.783,56.027
4,0.0,90.0,18.253,-25.2732,-25.2094,112.931,27.453,46.617,56.027
1,5.0,-90.0,-16.2932,22.3899,21.3021,62.611,19.141,118.279,43.305
2,5.0,-90.0,-16.2932,22.39,21.3021,62.611,-15.311,111.585,43.305
3,5.0,-90.0,-16.2932,22.39,21.3022,62.611,-49.465,99.526,43.306
4,5.0,-90.0,-16.2932,22.3899,21.3021,41.355,35.036,103.811,43.305
1,5.0,-85.0,-16.1643,22.2336,21.163,62.598,19.1,118.561,43.042
2,5.0,-85.0,-16.1643,22.2337,21.1631,62.598,-15.381,111.861,43.042
3,5.0,-85.0,-16.1643,22.2337,21.1631,62.598,-49.57,99.79,43.042
4,5.0,-85.0,-16.1643,22.2336,21.163,41.606,35.171,103.798,43.042
1,5.0,-80.0,-15.9147,21.932,20.894,62.569,19.025,119.106,42.53
2,5.0,-80.0,-15.9147,21.932,20.894,62.569,-15.513,112.396,42.531
3,5.0,-80.0,-15.9148,21.932,20.8941,62.569,-49.771,100.303,42.531
4,5.0,-80.0,-15.9147,21.932,20.894,42.092,35.428,103.769,42.531
1,5.0,-75.0,-15.5443,21.4862,20.4951,62.52,18.922,119.915,41.77
2,5.0,-75.0,-15.5443,21.4863,20.4952,62.52,-15.699,113.19,41.77
3,5.0,-75.0,-15.5444,21.4863,20.4952,62.52,-50.06,101.066,41.77
4,5.0,-75.0,-15.5443,21.4862,20.4951,42.818,35.801,103.72,41.77
1,5.0,-70.0,-15.054,20.8996,19.9677,62.441,18.803,120.986,40.76
2,5.0,-70.0,-15.054,20.8996,19.9677,62.441,-15.93,114.242,40.76
3,5.0,-70.0,-15.054,20.8996,19.9678,62.441,-50.426,102.079,40.761
4,5.0,-70.0,-15.054,20.8996,19.9677,43.783,36.28,103.641,40.761
1,5.0,-65.0,-14.4455,20.1768,19.3142,62.321,18.681,122.315,39.502
2,5.0,-65.0,-14.4455,20.1768,19.3142,62.321,-16.19,115.551,39.502
3,5.0,-65.0,-14.4455,20.1768,19.3142,62.321,-50.854,103.342,39.502
4,5.0,-65.0,-14.4455,20.1768,19.3142,44.99,36.848,103.521,39.502
1,5.0,-60.0,-13.7219,19.3241,18.5382,62.148,18.574,123.893,37.998
2,5.0,-60.0,-13.7219,19.3241,18.5382,62.147,-16.461,117.109,37.998
3,5.0,-60.0,-13.7219,19.3241,18.5382,62.147,-51.326,104.852,37.998
4,5.0,-60.0,-13.7219,19.3241,18.5382,46.436,37.489,103.347,37.998
1,5.0,-55.0,-12.8872,18.3488,17.6443,61.906,18.501,125.71,36.251
2,5.0,-55.0,-12.8872,18.3489,17.6444,61.906,-16.723,118.909,36.251
3,5.0,-55.0,-12.8873,18.3489,17.6444,61.906,-51.822,106.602,36.251
4,5.0,-55.0,-12.8872,18.3489,17.6443,48.119,38.179,103.106,36.251
1,5.0,-50.0,-11.9468,17.2594,16.6383,61.582,18.484,127.754,34.267
2,5.0,-50.0,-11.9467,17.2594,16.6383,61.581,-16.954,120.939,34.267
3,5.0,-50.0,-11.9468,17.2594,16.6383,61.581,-52.316,108.585,34.267
4,5.0,-50.0,-11.9467,17.2594,16.6383,50.034,38.894,102.781,34.267
1,5.0,-45.0,-10.9067,16.0644,15.5263,61.158,18.544,130.007,32.052
2,5.0,-45.0,-10.9067,16.0644,15.5263,61.158,-17.131,123.186,32.052
3,5.0,-45.0,-10.9067,16.0644,15.5264,61.158,-52.783,110.79,32.052
4,5.0,-45.0,-10.9067,16.0644,15.5263,52.171,39.608,102.357,32.052
1,5.0,-40.0,-9.7742,14.7728,14.3153,60.619,18.702,132.449,29.615
2,5.0,-40.0,-9.7742,14.7728,14.3153,60.619,-17.228,125.632,29.615
3,5.0,-40.0,-9.7742,14.7729,14.3154,60.619,-53.199,113.202,29.615
4,5.0,-40.0,-9.7742,14.7728,14.3153,54.521,40.295,101.819,29.615
1,5.0,-35.0,-8.5573,13.3937,13.0125,59.95,18.981,135.059,26.963
2,5.0,-35.0,-8.5573,13.3937,13.0125,59.95,-17.224,128.257,26.963
3,5.0,-35.0,-8.5573,13.3937,13.0125,59.95,-53.538,115.805,26.963
4,5.0,-35.0,-8.5573,13.3937,13.0125,57.069,40.925,101.15,26.963
1,5.0,-30.0,-7.2646,11.9355,11.6251,59.137,19.398,137.811,24.109
2,5.0,-30.0,-7.2646,11.9355,11.6251,59.137,-17.096,131.038,24.109
3,5.0,-30.0,-7.2646,11.9355,11.6251,59.137,-53.774,118.578,24.109
4,5.0,-30.0,-7.2646,11.9355,11.6251,59.798,41.475,100.337,24.109
1,5.0,-25.0,-5.9053,10.4065,10.1605,58.167,19.97,140.679,21.065
2,5.0,-25.0,-5.9053,10.4065,10.1605,58.167,-16.827,133.949,21.065
3,5.0,-25.0,-5.9053,10.4065,10.1605,58.167,-53.887,121.5,21.065
4,5.0,-25.0,-5.9053,10.4065,10.1605,62.688,41.918,99.367,21.065
1,5.0,-20.0,-4.4891,8.8144,8.6259,57.029,20.71,143.632,17.846
2,5.0,-20.0,-4.4891,8.8144,8.6259,57.029,-16.4,136.963,17.846
3,5.0,-20.0,-4.4891,8.8144,8.626,57.029,-53.857,124.544,17.846
4,5.0,-20.0,-4.4891,8.8144,8.6259,65.716,42.232,98.229,17.846
1,5.0,-15.0,-3.0261,7.1665,7.0285,55.713,21.626,146.64,14.473
2,5.0,-15.0,-3.026,7.1666,7.0285,55.713,-15.804,140.051,14.473
3,5.0,-15.0,-3.0261,7.1666,7.0286,55.713,-53.669,127.683,14.473
4,5.0,-15.0,-3.026,7.1666,7.0286,68.856,42.4,96.913,14.473
1,5.0,-10.0,-1.5263,5.4697,5.3752,54.212,22.723,149.672,10.981
2,5.0,-10.0,-1.5263,5.4698,5.3753,54.212,-15.03,143.181,10.982
3,5.0,-10.0,-1.5263,5.4698,5.3753,54.212,-53.31,130.887,10.982
4,5.0,-10.0,-1.5263,5.4698,5.3753,72.08,42.407,95.412,10.982
1,5.0,-5.0,-0.0003,3.7306,3.6729,52.522,23.999,152.695,7.448
2,5.0,-5.0,-0.0003,3.7306,3.673,52.522,-14.076,146.321,7.448
3,5.0,-5.0,-0.0003,3.7306,3.673,52.522,-52.775,134.125,7.448
4,5.0,-5.0,-0.0003,3.7306,3.673,75.358,42.241,93.721,7.448
1,5.0,0.0,1.5414,1.9555,1.9285,50.64,25.45,155.678,4.174
2,5.0,0.0,1.5414,1.9555,1.9286,50.639,-12.945,149.439,4.174
3,5.0,0.0,1.5414,1.9555,1.9286,50.639,-52.06,137.364,4.174
4,5.0,0.0,1.5414,1.9555,1.9286,78.657,41.898,91.839,4.174
1,5.0,5.0,3.0882,0.151,0.1492,48.567,27.065,158.589,3.061
2,5.0,5.0,3.0882,0.151,0.1492,48.566,-11.644,152.502,3.061
3,5.0,5.0,3.0882,0.151,0.1492,48.566,-51.17,140.571,3.061
4,5.0,5.0,3.0882,0.151,0.1492,81.944,41.376,89.766,3.061
1,5.0,10.0,4.6295,-1.676,-1.6577,46.308,28.827,161.397,5.803
2,5.0,10.0,4.6295,-1.6759,-1.6577,46.308,-10.185,155.479,5.803
3,5.0,10.0,4.6295,-1.676,-1.6577,46.307,-50.112,143.713,5.803
4,5.0,10.0,4.6295,-1.6759,-1.6577,85.185,40.681,87.507,5.803
1,5.0,15.0,6.1546,-3.518,-3.4838,43.872,30.715,164.073,9.593
2,5.0,15.0,6.1546,-3.518,-3.4838,43.871,-8.586,158.338,9.593
3,5.0,15.0,6.1546,-3.518,-3.4839,43.871,-48.901,146.756,9.593
4,5.0,15.0,6.1546,-3.518,-3.4838,88.346,39.822,85.071,9.593
1,5.0,20.0,7.6528,-5.3667,-5.3203,41.272,32.705,166.591,13.612
2,5.0,20.0,7.6528,-5.3666,-5.3203,41.272,-6.871,161.051,13.612
3,5.0,20.0,7.6528,-5.3667,-5.3203,41.272,-47.554,149.67,13.612
4,5.0,20.0,7.6528,-5.3667,-5.3203,91.393,38.814,82.471,13.612
1,5.0,25.0,9.1135,-7.2123,-7.1568,38.528,34.766,168.928,17.702
2,5.0,25.0,9.1134,-7.2123,-7.1567,38.528,-5.066,163.59,17.702
3,5.0,25.0,9.1135,-7.2124,-7.1568,38.527,-46.095,152.423,17.702
4,5.0,25.0,9.1134,-7.2123,-7.1568,94.294,37.676,79.727,17.702
1,5.0,30.0,10.5258,-9.0438,-8.9815,35.664,36.865,171.064,21.794
2,5.0,30.0,10.5258,-9.0438,-8.9815,35.664,-3.201,165.934,21.794
3,5.0,30.0,10.5258,-9.0438,-8.9815,35.664,-44.553,154.99,21.794
4,5.0,30.0,10.5258,-9.0438,-8.9815,97.019,36.434,76.863,21.794
1,5.0,35.0,11.8791,-10.8479,-10.7808,32.713,38.966,172.984,25.837
2,5.0,35.0,11.8791,-10.8479,-10.7808,32.713,-1.312,168.063,25.837
3,5.0,35.0,11.8791,-10.848,-10.7808,32.713,-42.958,157.347,25.837
4,5.0,35.0,11.8791,-10.8479,-10.7808,99.542,35.116,73.912,25.837
1,5.0,40.0,13.1628,-12.6094,-12.539,29.715,41.033,174.678,29.786
2,5.0,40.0,13.1627,-12.6094,-12.539,29.715,0.566,169.963,29.786
3,5.0,40.0,13.1628,-12.6094,-12.5391,29.714,-41.344,159.476,29.786
4,5.0,40.0,13.1628,-12.6094,-12.539,101.84,33.753,70.914,29.786
1,5.0,45.0,14.3661,-14.3103,-14.2379,26.715,43.027,176.14,33.59
2,5.0,45.0,14.3661,-14.3103,-14.2379,26.715,2.396,171.626,33.59
3,5.0,45.0,14.3661,-14.3104,-14.238,26.715,-39.746,161.364,33.591
4,5.0,45.0,14.3661,-14.3104,-14.2379,103.896,32.38,67.914,33.591
1,5.0,50.0,15.4786,-15.9304,-15.8569,23.77,44.911,177.375,37.201
2,5.0,50.0,15.4786,-15.9304,-15.8569,23.77,4.141,173.051,37.201
3,5.0,50.0,15.4786,-15.9305,-15.857,23.77,-38.202,163.004,37.201
4,5.0,50.0,15.4786,-15.9305,-15.857,105.7,31.032,64.969,37.201
1,5.0,55.0,16.4898,-17.4467,-17.3729,20.941,46.65,178.389,40.564
2,5.0,55.0,16.4897,-17.4467,-17.3729,20.941,5.765,174.241,40.564
3,5.0,55.0,16.4897,-17.4468,-17.373,20.94,-36.747,164.396,40.564
4,5.0,55.0,16.4897,-17.4467,-17.3729,107.248,29.744,62.14,40.564
1,5.0,60.0,17.3893,-18.8339,-18.7604,18.295,48.214,179.196,43.623
2,5.0,60.0,17.3892,-18.8339,-18.7604,18.295,7.235,175.208,43.623
3,5.0,60.0,17.3893,-18.834,-18.7605,18.295,-35.416,165.547,43.623
4,5.0,60.0,17.3892,-18.834,-18.7605,108.542,28.551,59.494,43.623
1,5.0,65.0,18.1672,-20.0652,-19.9924,15.905,49.573,179.818,46.323
2,5.0,65.0,18.1671,-20.0651,-19.9923,15.904,8.522,175.968,46.323
3,5.0,65.0,18.1672,-20.0652,-19.9925,15.904,-34.239,166.468,46.323
4,5.0,65.0,18.1671,-20.0652,-19.9924,109.591,27.486,57.103,46.323
1,5.0,70.0,18.8139,-21.1126,-21.0408,13.842,50.705,180.276,48.606
2,5.0,70.0,18.8138,-21.1125,-21.0407,13.841,9.6,176.542,48.606
3,5.0,70.0,18.8138,-21.1127,-21.0409,13.841,-33.246,167.178,48.607
4,5.0,70.0,18.8138,-21.1127,-21.0408,110.408,26.579,55.04,48.607
1,5.0,75.0,19.3202,-21.9488,-21.8781,12.176,51.59,180.596,50.42
2,5.0,75.0,19.3202,-21.9488,-21.878,12.176,10.447,176.952,50.42
3,5.0,75.0,19.3202,-21.949,-21.8782,12.176,-32.459,167.696,50.421
4,5.0,75.0,19.3202,-21.9489,-21.8782,111.012,25.856,53.375,50.421
1,5.0,80.0,19.678,-22.5487,-22.4788,10.973,52.215,180.8,51.716
2,5.0,80.0,19.6779,-22.5486,-22.4788,10.973,11.047,177.22,51.716
3,5.0,80.0,19.678,-22.5488,-22.4789,10.972,-31.899,168.04,51.716
4,5.0,80.0,19.678,-22.5487,-22.4789,111.417,25.339,52.172,51.716
1,5.0,85.0,19.8799,-22.8905,-22.8212,10.284,52.567,180.907,52.453
2,5.0,85.0,19.8799,-22.8905,-22.8212,10.283,11.386,177.364,52.452
3,5.0,85.0,19.8799,-22.8906,-22.8214,10.283,-31.582,168.226,52.453
4,5.0,85.0,19.8799,-22.8906,-22.8213,111.638,25.045,51.482,52.453
1,5.0,90.0,19.92,-22.9587,-22.8895,10.146,52.637,180.927,52.599
2,5.0,90.0,19.9199,-22.9586,-22.8894,10.146,11.453,177.391,52.599
3,5.0,90.0,19.92,-22.9588,-22.8896,10.145,-31.519,168.262,52.599
