finger,servo1_deg,servo2_deg,abduction_deg,flexion_deg,distal_deg,tip_x_mm,tip_y_mm,tip_z_mm,tip_travel_mm
4,-60.0,45.0,-3.0432,-43.7971,-44.0003,105.355,57.771,7.432,86.682
1,-60.0,50.0,-1.9805,-45.9551,-46.2459,-38.201,21.268,184.871,90.443
2,-60.0,50.0,-1.9806,-45.9555,-46.2463,-38.202,-20.156,178.035,90.444
3,-60.0,50.0,-1.9806,-45.9555,-46.2463,-38.202,-62.942,164.774,90.444
4,-60.0,50.0,-1.9805,-45.9557,-46.2465,104.657,55.812,2.997,90.444
1,-60.0,55.0,-1.0261,-47.9913,-48.385,-42.306,22.667,183.345,93.941
2,-60.0,55.0,-1.0262,-47.9916,-48.3854,-42.307,-18.605,176.663,93.942
3,-60.0,55.0,-1.0262,-47.9917,-48.3854,-42.307,-61.225,163.617,93.942
4,-60.0,55.0,-1.0261,-47.9919,-48.3857,103.702,53.975,-1.108,93.942
1,-60.0,60.0,-0.1891,-49.863,-50.3722,-45.999,23.852,181.712,97.106
2,-60.0,60.0,-0.1891,-49.8633,-50.3726,-46.0,-17.256,175.163,97.106
3,-60.0,60.0,-0.1891,-49.8634,-50.3727,-46.001,-59.692,162.305,97.107
4,-60.0,60.0,-0.189,-49.8636,-50.3729,102.572,52.303,-4.802,97.107
1,-60.0,65.0,0.522,-51.5236,-52.1551,-49.204,24.817,180.084,99.869
2,-60.0,65.0,0.522,-51.5239,-52.1555,-49.205,-16.125,173.644,99.869
3,-60.0,65.0,0.522,-51.524,-52.1556,-49.206,-58.373,160.947,99.869
4,-60.0,65.0,0.5221,-51.5243,-52.1559,101.372,50.839,-8.007,99.87
1,-60.0,70.0,1.099,-52.9239,-53.6754,-51.849,25.567,178.582,102.163
2,-60.0,70.0,1.0989,-52.9242,-53.6759,-51.85,-15.223,172.229,102.163
3,-60.0,70.0,1.0989,-52.9243,-53.676,-51.85,-57.293,159.662,102.163
4,-60.0,70.0,1.099,-52.9246,-53.6763,100.217,49.621,-10.651,102.164
1,-60.0,75.0,1.5344,-54.0149,-54.8722,-53.869,26.109,177.332,103.926
2,-60.0,75.0,1.5343,-54.0153,-54.8726,-53.87,-14.553,171.042,103.926
3,-60.0,75.0,1.5343,-54.0154,-54.8727,-53.87,-56.474,158.573,103.927
4,-60.0,75.0,1.5344,-54.0157,-54.8731,99.228,48.684,-12.671,103.927
1,-60.0,80.0,1.8217,-54.7523,-55.6876,-55.213,26.455,176.448,105.105
2,-60.0,80.0,1.8217,-54.7526,-55.688,-55.214,-14.117,170.199,105.106
3,-60.0,80.0,1.8217,-54.7528,-55.6882,-55.215,-55.932,157.794,105.106
4,-60.0,80.0,1.8217,-54.7531,-55.6886,98.515,48.057,-14.016,105.106
1,-60.0,85.0,1.9556,-55.1008,-56.0751,-55.843,26.612,176.02,105.659
2,-60.0,85.0,1.9555,-55.1011,-56.0755,-55.844,-13.916,169.79,105.659
3,-60.0,85.0,1.9555,-55.1013,-56.0756,-55.844,-55.679,157.414,105.66
4,-60.0,85.0,1.9556,-55.1016,-56.076,98.166,47.762,-14.645,105.66
1,-60.0,90.0,1.932,-55.0392,-56.0065,-55.732,26.585,176.096,105.561
2,-60.0,90.0,1.9319,-55.0395,-56.0069,-55.733,-13.951,169.863,105.562
3,-60.0,90.0,1.932,-55.0397,-56.007,-55.733,-55.723,157.482,105.562
4,-60.0,90.0,1.932,-55.04,-56.0074,98.229,47.814,-14.534,105.562
1,-55.0,-90.0,-34.2244,1.1155,1.1009,49.694,-6.762,147.299,32.921
2,-55.0,-90.0,-34.2244,1.1153,1.1007,49.694,-44.105,137.739,32.921
3,-55.0,-90.0,-34.2245,1.1154,1.1008,49.694,-81.427,121.697,32.921
4,-55.0,-90.0,-34.2243,1.1152,1.1007,59.766,69.303,90.893,32.922
1,-55.0,-85.0,-34.0956,0.9695,0.9569,49.527,-6.794,147.568,32.851
2,-55.0,-85.0,-34.0956,0.9693,0.9568,49.526,-44.165,138.004,32.851
3,-55.0,-85.0,-34.0957,0.9694,0.9569,49.526,-81.521,121.952,32.852
4,-55.0,-85.0,-34.0955,0.9692,0.9567,60.008,69.425,90.726,32.852
1,-55.0,-80.0,-33.8286,0.6669,0.6584,49.175,-6.856,148.126,32.711
2,-55.0,-80.0,-33.8285,0.6667,0.6583,49.175,-44.285,138.551,32.712
3,-55.0,-80.0,-33.8286,0.6668,0.6584,49.175,-81.711,122.479,32.712
4,-55.0,-80.0,-33.8285,0.6666,0.6582,60.51,69.674,90.374,32.712
1,-55.0,-75.0,-33.4229,0.2075,0.205,48.634,-6.939,148.971,32.513
2,-55.0,-75.0,-33.4228,0.2074,0.2048,48.634,-44.456,139.384,32.513
3,-55.0,-75.0,-33.4229,0.2075,0.2049,48.634,-81.989,123.282,32.513
4,-55.0,-75.0,-33.4228,0.2073,0.2047,61.277,70.04,89.833,32.514
1,-55.0,-70.0,-32.8797,-0.4069,-0.4021,47.894,-7.028,150.1,32.275
2,-55.0,-70.0,-32.8796,-0.4071,-0.4023,47.893,-44.662,140.497,32.275
3,-55.0,-70.0,-32.8797,-0.407,-0.4022,47.893,-82.339,124.359,32.275
4,-55.0,-70.0,-32.8795,-0.4072,-0.4024,62.307,70.51,89.093,32.276
1,-55.0,-65.0,-32.202,-1.1729,-1.1597,46.946,-7.104,151.504,32.025
2,-55.0,-65.0,-32.202,-1.1731,-1.1599,46.945,-44.885,141.885,32.025
3,-55.0,-65.0,-32.202,-1.173,-1.1598,46.945,-82.741,125.706,32.025
4,-55.0,-65.0,-32.2019,-1.1732,-1.16,63.6,71.062,88.144,32.025
1,-55.0,-60.0,-31.3948,-2.0851,-2.063,45.78,-7.146,153.167,31.798
2,-55.0,-60.0,-31.3947,-2.0853,-2.0632,45.78,-45.1,143.534,31.798
3,-55.0,-60.0,-31.3948,-2.0852,-2.0631,45.78,-83.17,127.313,31.798
4,-55.0,-60.0,-31.3947,-2.0854,-2.0632,65.148,71.67,86.979,31.799
1,-55.0,-55.0,-30.4644,-3.137,-3.1058,44.388,-7.128,155.07,31.639
2,-55.0,-55.0,-30.4644,-3.1372,-3.106,44.388,-45.281,145.429,31.639
3,-55.0,-55.0,-30.4644,-3.1371,-3.1059,44.388,-83.597,129.167,31.639
4,-55.0,-55.0,-30.4643,-3.1373,-3.1061,66.942,72.304,85.587,31.639
1,-55.0,-50.0,-29.419,-4.3209,-4.2811,42.761,-7.024,157.188,31.599
2,-55.0,-50.0,-29.4189,-4.3211,-4.2812,42.761,-45.399,147.546,31.6
3,-55.0,-50.0,-29.419,-4.321,-4.2811,42.761,-83.99,131.252,31.6
4,-55.0,-50.0,-29.4189,-4.3212,-4.2813,68.969,72.931,83.96,31.6
1,-55.0,-45.0,-28.2677,-5.6287,-5.5809,40.891,-6.809,159.492,31.736
2,-55.0,-45.0,-28.2676,-5.6289,-5.581,40.891,-45.426,149.86,31.737
3,-55.0,-45.0,-28.2677,-5.6288,-5.581,40.891,-84.319,133.542,31.737
4,-55.0,-45.0,-28.2676,-5.629,-5.5811,71.207,73.517,82.09,31.737
1,-55.0,-40.0,-27.0209,-7.052,-6.9972,38.772,-6.458,161.948,32.108
2,-55.0,-40.0,-27.0208,-7.0522,-6.9973,38.771,-45.334,152.34,32.109
3,-55.0,-40.0,-27.0209,-7.0521,-6.9972,38.771,-84.551,136.013,32.109
4,-55.0,-40.0,-27.0207,-7.0523,-6.9974,73.636,74.027,79.971,32.109
1,-55.0,-35.0,-25.6894,-8.5827,-8.5219,36.398,-5.951,164.519,32.77
2,-55.0,-35.0,-25.6894,-8.5829,-8.5221,36.397,-45.098,154.95,32.771
3,-55.0,-35.0,-25.6895,-8.5828,-8.522,36.397,-84.658,138.631,32.771
4,-55.0,-35.0,-25.6893,-8.5829,-8.5221,76.225,74.429,77.597,32.771
1,-55.0,-30.0,-24.2849,-10.2129,-10.1472,33.766,-5.27,167.163,33.769
2,-55.0,-30.0,-24.2849,-10.2131,-10.1474,33.766,-44.697,157.651,33.769
3,-55.0,-30.0,-24.285,-10.213,-10.1473,33.766,-84.613,141.361,33.769
4,-55.0,-30.0,-24.2848,-10.2131,-10.1475,78.942,74.694,74.965,33.769
1,-55.0,-25.0,-22.819,-11.9352,-11.8659,30.876,-4.403,169.838,35.137
2,-55.0,-25.0,-22.819,-11.9354,-11.8661,30.875,-44.115,160.401,35.137
3,-55.0,-25.0,-22.819,-11.9353,-11.866,30.875,-84.394,144.164,35.137
4,-55.0,-25.0,-22.8189,-11.9355,-11.8662,81.752,74.794,72.074,35.137
1,-55.0,-20.0,-21.3035,-13.7429,-13.6711,27.727,-3.344,172.498,36.892
2,-55.0,-20.0,-21.3035,-13.7431,-13.6713,27.726,-43.339,163.157,36.892
3,-55.0,-20.0,-21.3035,-13.743,-13.6712,27.726,-83.985,146.998,36.892
4,-55.0,-20.0,-21.3034,-13.7432,-13.6713,84.614,74.709,68.925,36.892
1,-55.0,-15.0,-19.7502,-15.6298,-15.5564,24.323,-2.091,175.097,39.035
2,-55.0,-15.0,-19.7501,-15.63,-15.5566,24.322,-42.365,165.873,39.035
3,-55.0,-15.0,-19.7502,-15.6299,-15.5565,24.322,-83.374,149.818,39.035
4,-55.0,-15.0,-19.7501,-15.63,-15.5567,87.485,74.42,65.521,39.036
1,-55.0,-10.0,-18.1706,-17.5898,-17.516,20.67,-0.65,177.589,41.553
2,-55.0,-10.0,-18.1706,-17.59,-17.5162,20.67,-41.193,168.502,41.554
3,-55.0,-10.0,-18.1706,-17.59,-17.5162,20.67,-82.555,152.577,41.554
4,-55.0,-10.0,-18.1705,-17.5901,-17.5163,90.319,73.918,61.869,41.554
1,-55.0,-5.0,-16.5762,-19.6174,-19.5443,16.778,0.968,179.928,44.421
2,-55.0,-5.0,-16.5761,-19.6176,-19.5445,16.778,-39.828,170.997,44.422
3,-55.0,-5.0,-16.5762,-19.6176,-19.5445,16.778,-81.527,155.229,44.422
4,-55.0,-5.0,-16.5761,-19.6177,-19.5446,93.07,73.198,57.977,44.422
1,-55.0,0.0,-14.9781,-21.7068,-21.6358,12.66,2.746,182.068,47.607
2,-55.0,0.0,-14.9781,-21.7071,-21.636,12.659,-38.283,173.312,47.607
3,-55.0,0.0,-14.9781,-21.707,-21.6359,12.659,-80.298,157.725,47.607
4,-55.0,0.0,-14.9781,-21.7071,-21.636,95.69,72.259,53.858,47.607
1,-55.0,5.0,-13.3874,-23.8521,-23.7847,8.333,4.661,183.969,51.07
2,-55.0,5.0,-13.3874,-23.8523,-23.7849,8.332,-36.577,175.402,51.071
3,-55.0,5.0,-13.3874,-23.8522,-23.7848,8.332,-78.879,160.02,51.071
4,-55.0,5.0,-13.3873,-23.8524,-23.785,98.131,71.109,49.531,51.071
1,-55.0,10.0,-11.8147,-26.0464,-25.9849,3.819,6.686,185.59,54.77
2,-55.0,10.0,-11.8147,-26.0466,-25.9852,3.818,-34.733,177.226,54.771
3,-55.0,10.0,-11.8148,-26.0466,-25.9851,3.818,-77.289,162.069,54.771
4,-55.0,10.0,-11.8147,-26.0467,-25.9852,100.346,69.761,45.017,54.771
1,-55.0,15.0,-10.2707,-28.282,-28.2296,-0.853,8.787,186.898,58.661
2,-55.0,15.0,-10.2707,-28.2823,-28.2298,-0.853,-32.78,178.746,58.662
3,-55.0,15.0,-10.2707,-28.2822,-28.2298,-0.854,-75.551,163.832,58.662
4,-55.0,15.0,-10.2706,-28.2824,-28.2299,102.294,68.234,40.345,58.662
1,-55.0,20.0,-8.7656,-30.5497,-30.5104,-5.648,10.93,187.865,62.696
2,-55.0,20.0,-8.7656,-30.55,-30.5106,-5.648,-30.751,179.932,62.696
3,-55.0,20.0,-8.7656,-30.55,-30.5106,-5.649,-73.694,165.272,62.696
4,-55.0,20.0,-8.7656,-30.5501,-30.5107,103.936,66.551,35.55,62.696
1,-55.0,25.0,-7.3097,-32.8381,-32.8174,-10.524,13.075,188.472,66.824
2,-55.0,25.0,-7.3097,-32.8384,-32.8176,-10.525,-28.681,180.759,66.824
3,-55.0,25.0,-7.3097,-32.8384,-32.8176,-10.525,-71.749,166.362,66.824
4,-55.0,25.0,-7.3097,-32.8385,-32.8177,105.239,64.743,30.674,66.825
1,-55.0,30.0,-5.9131,-35.1333,-35.1381,-15.433,15.182,188.707,70.994
2,-55.0,30.0,-5.9131,-35.1336,-35.1384,-15.433,-26.609,181.214,70.994
3,-55.0,30.0,-5.9131,-35.1336,-35.1384,-15.434,-69.755,167.084,70.994
4,-55.0,30.0,-5.913,-35.1337,-35.1385,106.181,62.843,25.765,70.995
1,-55.0,35.0,-4.5856,-37.4181,-37.4572,-20.316,17.214,188.574,75.15
2,-55.0,35.0,-4.5856,-37.4184,-37.4575,-20.317,-24.575,181.294,75.151
3,-55.0,35.0,-4.5856,-37.4184,-37.4575,-20.317,-67.748,167.428,75.151
4,-55.0,35.0,-4.5855,-37.4185,-37.4576,106.751,60.888,20.882,75.151
1,-55.0,40.0,-3.3371,-39.6715,-39.7553,-25.11,19.131,188.088,79.235
2,-55.0,40.0,-3.3371,-39.6717,-39.7556,-25.111,-22.617,181.011,79.236
3,-55.0,40.0,-3.3371,-39.6718,-39.7557,-25.111,-65.77,167.403,79.236
4,-55.0,40.0,-3.3371,-39.672,-39.7558,106.95,58.92,16.087,79.236
1,-55.0,45.0,-2.1774,-41.868,-42.0085,-29.744,20.901,187.282,83.188
2,-55.0,45.0,-2.1774,-41.8683,-42.0088,-29.745,-20.772,180.394,83.188
3,-55.0,45.0,-2.1774,-41.8684,-42.0089,-29.745,-63.861,167.033,83.188
4,-55.0,45.0,-2.1773,-41.8685,-42.0091,106.797,56.981,11.454,83.189
1,-55.0,50.0,-1.1158,-43.9774,-44.1872,-34.14,22.496,186.205,86.943
2,-55.0,50.0,-1.1159,-43.9777,-44.1875,-34.141,-19.074,179.489,86.944
3,-55.0,50.0,-1.1159,-43.9778,-44.1876,-34.142,-62.059,166.357,86.944
4,-55.0,50.0,-1.1158,-43.978,-44.1878,106.331,55.114,7.057,86.944
1,-55.0,55.0,-0.1619,-45.9642,-46.2553,-38.219,23.893,184.926,90.435
2,-55.0,55.0,-0.1619,-45.9645,-46.2557,-38.22,-17.551,178.363,90.435
3,-55.0,55.0,-0.1619,-45.9645,-46.2557,-38.22,-60.402,165.44,90.435
4,-55.0,55.0,-0.1619,-45.9647,-46.256,105.606,53.364,2.978,90.436
1,-55.0,60.0,0.6754,-47.7879,-48.1703,-41.899,25.08,183.531,93.594
2,-55.0,60.0,0.6754,-47.7882,-48.1707,-41.9,-16.224,177.1,93.594
3,-55.0,60.0,0.6754,-47.7883,-48.1707,-41.901,-58.922,164.361,93.595
4,-55.0,60.0,0.6754,-47.7885,-48.171,104.702,51.771,-0.702,93.595
1,-55.0,65.0,1.3874,-49.4042,-49.8831,-45.102,26.052,182.123,96.353
2,-55.0,65.0,1.3874,-49.4045,-49.8834,-45.103,-15.111,175.801,96.353
3,-55.0,65.0,1.3874,-49.4046,-49.8835,-45.103,-57.649,163.218,96.354
4,-55.0,65.0,1.3874,-49.4049,-49.8838,103.71,50.377,-3.904,96.354
1,-55.0,70.0,1.966,-50.7665,-51.3398,-47.752,26.809,180.813,98.646
2,-55.0,70.0,1.9659,-50.7668,-51.3402,-47.753,-14.221,174.578,98.646
3,-55.0,70.0,1.9659,-50.7669,-51.3403,-47.753,-56.606,162.121,98.646
4,-55.0,70.0,1.966,-50.7672,-51.3406,102.738,49.217,-6.555,98.647
1,-55.0,75.0,2.4036,-51.8287,-52.485,-49.785,27.36,179.715,100.411
2,-55.0,75.0,2.4036,-51.829,-52.4854,-49.786,-13.558,173.543,100.412
3,-55.0,75.0,2.4036,-51.8291,-52.4855,-49.787,-55.814,161.182,100.412
4,-55.0,75.0,2.4036,-51.8294,-52.4858,101.895,48.324,-8.588,100.413
1,-55.0,80.0,2.6938,-52.549,-53.2669,-51.146,27.713,178.933,101.598
2,-55.0,80.0,2.6937,-52.5493,-53.2672,-51.147,-13.125,172.802,101.598
3,-55.0,80.0,2.6937,-52.5495,-53.2674,-51.148,-55.288,160.504,101.598
4,-55.0,80.0,2.6938,-52.5498,-53.2677,101.281,47.724,-9.949,101.599
1,-55.0,85.0,2.831,-52.8945,-53.6434,-51.794,27.877,178.547,102.163
2,-55.0,85.0,2.831,-52.8948,-53.6437,-51.795,-12.922,172.436,102.163
3,-55.0,85.0,2.831,-52.8949,-53.6439,-51.795,-55.039,160.167,102.164
4,-55.0,85.0,2.8311,-52.8952,-53.6442,100.974,47.439,-10.596,102.164
1,-55.0,90.0,2.8113,-52.8447,-53.589,-51.701,27.854,178.603,102.082
2,-55.0,90.0,2.8113,-52.845,-53.5894,-51.701,-12.951,172.489,102.082
3,-55.0,90.0,2.8113,-52.8451,-53.5895,-51.702,-55.075,160.216,102.082
4,-55.0,90.0,2.8113,-52.8454,-53.5899,101.019,47.48,-10.503,102.083
1,-50.0,-90.0,-33.0351,2.6376,2.5996,51.381,-4.449,145.813,31.475
2,-50.0,-90.0,-33.0351,2.6375,2.5995,51.381,-41.649,136.503,31.475
3,-50.0,-90.0,-33.0352,2.6376,2.5996,51.381,-78.831,120.792,31.475
4,-50.0,-90.0,-33.035,2.6374,2.5994,59.161,66.621,92.581,31.475
1,-50.0,-85.0,-32.9082,2.4928,2.4573,51.226,-4.483,146.082,31.381
2,-50.0,-85.0,-32.9081,2.4927,2.4571,51.226,-41.712,136.766,31.381
3,-50.0,-85.0,-32.9082,2.4928,2.4572,51.226,-78.927,121.045,31.381
4,-50.0,-85.0,-32.9081,2.4926,2.457,59.401,66.745,92.425,31.382
1,-50.0,-80.0,-32.6447,2.1925,2.1618,50.9,-4.551,146.639,31.191
2,-50.0,-80.0,-32.6446,2.1924,2.1617,50.9,-41.837,137.313,31.191
3,-50.0,-80.0,-32.6447,2.1925,2.1618,50.9,-79.122,121.571,31.192
4,-50.0,-80.0,-32.6446,2.1923,2.1616,59.901,66.999,92.099,31.192
1,-50.0,-75.0,-32.2442,1.7365,1.7129,50.396,-4.641,147.484,30.917
2,-50.0,-75.0,-32.2441,1.7363,1.7127,50.396,-42.016,138.144,30.917
3,-50.0,-75.0,-32.2442,1.7365,1.7129,50.396,-79.408,122.372,30.917
4,-50.0,-75.0,-32.2441,1.7363,1.7127,60.665,67.373,91.596,30.917
1,-50.0,-70.0,-31.7078,1.1265,1.1118,49.707,-4.742,148.613,30.575
2,-50.0,-70.0,-31.7077,1.1263,1.1116,49.707,-42.234,139.257,30.575
3,-50.0,-70.0,-31.7078,1.1265,1.1117,49.707,-79.769,123.446,30.575
4,-50.0,-70.0,-31.7077,1.1263,1.1115,61.691,67.854,90.906,30.575
1,-50.0,-65.0,-31.0385,0.3661,0.3616,48.822,-4.834,150.018,30.194
2,-50.0,-65.0,-31.0384,0.366,0.3614,48.822,-42.472,140.645,30.194
3,-50.0,-65.0,-31.0385,0.3661,0.3615,48.822,-80.187,124.791,30.194
4,-50.0,-65.0,-31.0384,0.3659,0.3613,62.98,68.421,90.021,30.194
1,-50.0,-60.0,-30.2409,-0.5393,-0.533,47.732,-4.895,151.685,29.81
2,-50.0,-60.0,-30.2408,-0.5395,-0.5332,47.731,-42.707,142.296,29.81
3,-50.0,-60.0,-30.2409,-0.5394,-0.5331,47.731,-80.635,126.397,29.81
4,-50.0,-60.0,-30.2408,-0.5396,-0.5333,64.525,69.048,88.931,29.811
1,-50.0,-55.0,-29.3213,-1.5833,-1.5659,46.426,-4.901,153.594,29.47
2,-50.0,-55.0,-29.3212,-1.5835,-1.5661,46.426,-42.912,144.194,29.471
3,-50.0,-55.0,-29.3213,-1.5834,-1.566,46.426,-81.086,128.253,29.471
4,-50.0,-55.0,-29.3212,-1.5836,-1.5662,66.318,69.706,87.625,29.471
1,-50.0,-50.0,-28.2873,-2.7582,-2.7301,44.895,-4.825,155.723,29.231
2,-50.0,-50.0,-28.2873,-2.7583,-2.7302,44.895,-43.059,146.319,29.231
3,-50.0,-50.0,-28.2874,-2.7582,-2.7301,44.895,-81.51,130.34,29.232
4,-50.0,-50.0,-28.2872,-2.7584,-2.7303,68.344,70.363,86.094,29.232
1,-50.0,-45.0,-27.1482,-4.0557,-4.0177,43.131,-4.642,158.043,29.156
2,-50.0,-45.0,-27.1481,-4.0559,-4.0179,43.131,-43.12,148.645,29.157
3,-50.0,-45.0,-27.1482,-4.0558,-4.0178,43.131,-81.874,132.639,29.157
4,-50.0,-45.0,-27.1481,-4.056,-4.0179,70.587,70.985,84.33,29.157
1,-50.0,-40.0,-25.9137,-5.4676,-5.4207,41.126,-4.329,160.521,29.313
2,-50.0,-40.0,-25.9137,-5.4678,-5.4209,41.125,-43.067,151.143,29.313
3,-50.0,-40.0,-25.9137,-5.4677,-5.4208,41.125,-82.147,135.122,29.314
4,-50.0,-40.0,-25.9136,-5.4679,-5.4209,73.023,71.538,82.324,29.314
1,-50.0,-35.0,-24.5948,-6.9856,-6.931,38.873,-3.863,163.122,29.768
2,-50.0,-35.0,-24.5947,-6.9858,-6.9312,38.872,-42.876,153.778,29.768
3,-50.0,-35.0,-24.5948,-6.9857,-6.9311,38.872,-82.302,137.759,29.768
4,-50.0,-35.0,-24.5947,-6.9858,-6.9312,75.626,71.99,80.071,29.768
1,-50.0,-30.0,-23.2026,-8.6017,-8.5408,36.368,-3.228,165.805,30.576
2,-50.0,-30.0,-23.2025,-8.6018,-8.541,36.367,-42.524,156.513,30.577
3,-50.0,-30.0,-23.2026,-8.6018,-8.5409,36.367,-82.31,140.517,30.577
4,-50.0,-30.0,-23.2025,-8.6019,-8.541,78.364,72.31,77.567,30.577
1,-50.0,-25.0,-21.7487,-10.3084,-10.2425,33.609,-2.41,168.528,31.781
2,-50.0,-25.0,-21.7486,-10.3086,-10.2427,33.608,-41.996,159.307,31.781
3,-50.0,-25.0,-21.7487,-10.3085,-10.2426,33.608,-82.15,143.356,31.781
4,-50.0,-25.0,-21.7486,-10.3086,-10.2428,81.203,72.473,74.808,31.781
1,-50.0,-20.0,-20.2447,-12.0989,-12.0293,30.595,-1.402,171.249,33.403
2,-50.0,-20.0,-20.2446,-12.099,-12.0295,30.595,-41.277,162.118,33.403
3,-50.0,-20.0,-20.2447,-12.099,-12.0294,30.595,-81.805,146.236,33.403
4,-50.0,-20.0,-20.2446,-12.0991,-12.0295,84.104,72.456,71.794,33.403
1,-50.0,-15.0,-18.7022,-13.9666,-13.8945,27.329,-0.202,173.921,35.443
2,-50.0,-15.0,-18.7022,-13.9668,-13.8947,27.329,-40.363,164.901,35.444
3,-50.0,-15.0,-18.7022,-13.9667,-13.8946,27.329,-81.262,149.115,35.444
4,-50.0,-15.0,-18.7021,-13.9668,-13.8948,87.026,72.243,68.528,35.444
1,-50.0,-10.0,-17.1328,-15.9056,-15.8321,23.816,1.185,176.5,37.887
2,-50.0,-10.0,-17.1328,-15.9058,-15.8323,23.815,-39.253,167.61,37.887
3,-50.0,-10.0,-17.1328,-15.9057,-15.8322,23.815,-80.515,151.946,37.887
4,-50.0,-10.0,-17.1327,-15.9058,-15.8323,89.923,71.821,65.014,37.887
1,-50.0,-5.0,-15.5478,-17.9099,-17.8361,20.063,2.75,178.939,40.704
2,-50.0,-5.0,-15.5478,-17.9101,-17.8363,20.063,-37.952,170.2,40.704
3,-50.0,-5.0,-15.5478,-17.91,-17.8363,20.063,-79.564,154.684,40.704
4,-50.0,-5.0,-15.5477,-17.9102,-17.8364,92.751,71.185,61.262,40.704
1,-50.0,0.0,-13.9584,-19.9737,-19.9008,16.083,4.475,181.197,43.855
2,-50.0,0.0,-13.9584,-19.9739,-19.901,16.083,-36.472,172.626,43.855
3,-50.0,0.0,-13.9584,-19.9738,-19.901,16.083,-78.413,157.282,43.855
4,-50.0,0.0,-13.9583,-19.974,-19.9011,95.462,70.336,57.282,43.855
1,-50.0,5.0,-12.3754,-22.0908,-22.0202,11.892,6.34,183.23,47.297
2,-50.0,5.0,-12.3754,-22.091,-22.0204,11.892,-34.83,174.843,47.297
3,-50.0,5.0,-12.3755,-22.0909,-22.0203,11.892,-77.074,159.694,47.297
4,-50.0,5.0,-12.3754,-22.091,-22.0205,98.011,69.279,53.091,47.298
1,-50.0,10.0,-10.8097,-24.2542,-24.1877,7.512,8.317,185.002,50.983
2,-50.0,10.0,-10.8097,-24.2544,-24.1879,7.511,-33.049,176.811,50.984
3,-50.0,10.0,-10.8097,-24.2544,-24.1879,7.511,-75.566,161.878,50.984
4,-50.0,10.0,-10.8097,-24.2545,-24.188,100.351,68.027,48.71,50.984
1,-50.0,15.0,-9.2718,-26.4561,-26.3961,2.968,10.375,186.477,54.866
2,-50.0,15.0,-9.2718,-26.4563,-26.3963,2.967,-31.157,178.493,54.866
3,-50.0,15.0,-9.2718,-26.4563,-26.3963,2.967,-73.909,163.793,54.866
4,-50.0,15.0,-9.2717,-26.4564,-26.3964,102.442,66.598,44.166,54.866
1,-50.0,20.0,-7.7719,-28.6871,-28.6367,-1.706,12.478,187.629,58.894
2,-50.0,20.0,-7.7719,-28.6873,-28.6369,-1.706,-29.186,179.859,58.894
3,-50.0,20.0,-7.7719,-28.6873,-28.6369,-1.706,-72.133,165.404,58.894
4,-50.0,20.0,-7.7719,-28.6874,-28.637,104.243,65.015,39.492,58.894
1,-50.0,25.0,-6.3204,-30.9358,-30.8992,-6.468,14.589,188.437,63.016
2,-50.0,25.0,-6.3204,-30.936,-30.8994,-6.469,-27.171,180.883,63.017
3,-50.0,25.0,-6.3204,-30.936,-30.8994,-6.469,-70.268,166.682,63.017
4,-50.0,25.0,-6.3204,-30.9362,-30.8995,105.724,63.308,34.73,63.017
1,-50.0,30.0,-4.9274,-33.1883,-33.1709,-11.272,16.669,188.889,67.181
2,-50.0,30.0,-4.9274,-33.1885,-33.1711,-11.273,-25.149,181.55,67.181
3,-50.0,30.0,-4.9274,-33.1885,-33.1711,-11.273,-68.352,167.608,67.181
4,-50.0,30.0,-4.9273,-33.1887,-33.1713,106.861,61.508,29.926,67.181
1,-50.0,35.0,-3.6027,-35.4275,-35.4362,-16.062,18.679,188.988,71.331
2,-50.0,35.0,-3.6027,-35.4278,-35.4365,-16.063,-23.161,181.858,71.331
3,-50.0,35.0,-3.6027,-35.4278,-35.4365,-16.063,-66.42,168.173,71.331
4,-50.0,35.0,-3.6026,-35.428,-35.4366,107.641,59.653,25.136,71.331
1,-50.0,40.0,-2.3562,-37.633,-37.6758,-20.775,20.581,188.746,75.409
2,-50.0,40.0,-2.3562,-37.6332,-37.6761,-20.775,-21.244,181.816,75.409
3,-50.0,40.0,-2.3562,-37.6332,-37.6761,-20.776,-64.514,168.381,75.409
4,-50.0,40.0,-2.3561,-37.6334,-37.6762,108.063,57.783,20.423,75.409
1,-50.0,45.0,-1.1976,-39.7796,-39.866,-25.34,22.342,188.191,79.353
2,-50.0,45.0,-1.1977,-39.7799,-39.8662,-25.34,-19.434,181.449,79.354
3,-50.0,45.0,-1.1977,-39.7799,-39.8663,-25.341,-62.672,168.253,79.354
4,-50.0,45.0,-1.1976,-39.7801,-39.8664,108.145,55.938,15.858,79.354
1,-50.0,50.0,-0.1366,-41.8381,-41.9777,-29.681,23.934,187.37,83.1
2,-50.0,50.0,-0.1366,-41.8384,-41.978,-29.682,-17.766,180.799,83.101
3,-50.0,50.0,-0.1366,-41.8384,-41.9781,-29.682,-60.933,167.826,83.101
4,-50.0,50.0,-0.1365,-41.8386,-41.9782,107.917,54.162,11.516,83.101
1,-50.0,55.0,0.8176,-43.7742,-43.9766,-33.72,25.333,186.345,86.584
2,-50.0,55.0,0.8176,-43.7745,-43.9769,-33.72,-16.267,179.925,86.585
3,-50.0,55.0,0.8176,-43.7745,-43.9769,-33.721,-59.333,167.156,86.585
